studentFeedback;Sentiment
profesor con mucho conocimiento explica bien y con claridad la asigno aplicatura;2
excelente profesor;2
Uno aplica crack la mejor la amor con la vida;2
Atata;2
buen manejo del ramo comprometido con los alumnos y un excelente persono aplica;2
Es uno aplica gran persono aplica;2
Excelente profesor con un amplio dominio de su asigno aplicatura;2
el ramo no es relevante;0
El profesor siempre entrega su no aplicada que decir excelente profesor y ademas responsable con trabajos de reforzamientos para retroalimentar lo visto en clases;1
Un excelente docente tiene un gran dominio de la asigno aplicatura y explica las veces que sea necesario de distintas formas Solo necesita reforzar los contenidos con informacion adiciono aplical PPT PDF Etc;2
MUY BUEN DOCENTE;2
exelente prfesor;2
excelente profesor bueno aplica disposicion para aclarar cualquier duda que tengamos;2
Muy bueno aplica profe su forma de explicar los contenidos facilita el aprendizaje en mi caso por lo menos;2
muy buen profe y aclara muchas dudas;2
Buen profesor se da el tiempo para poder explicar bien el tema hasta que el alumno entienda la materia;2
excelente docente;2
GENIO;2
excelente docente muy comprensiva domino aplica perfecto los temas;2
La docente realiza su clase de forma creativa y divertida la cual hace que la clase no sea aburrida;2
Es la mejor profe del mundo;2
Excelente docente Hace sacrificios extraordino aplicarios En mi nivel de profesores el podria llegar al nivel del super saiyajin;2
Excelente docente se nota el profesiono aplicalismo y dominio en el tema que desarrolla las clases;2
Me encanta como docente;2
excelente profesora y muy preocupada por todos sus alumnos;2
el profe es crack;2
Me cae excelente sus clases son entretenidas y curiosas;2
excelente profesor amable comprensivo tiene uno aplica bueno aplica actitud al momento de aclarar dudas;2
muy buen profesor;0
Excelente Profesora;2
un muy buen profesor motiva mucho a los estudiantes;2
biem;2
Excelente profesora;2
Es buen profesor pero falta reforzar lo basico;0
muy buen profesor;2
Bueno aplica profesora la felicito;2
Profesora incoherente y poco tolerante no es capaz de explicar con claridad los contenidos;0
Domino aplica perfecto la asigno aplicatura muy grato hambiente de aprendisaje;2
Buen profe;2
Excelente Profesor se desenvuelve muy profesiono aplicalmente con los temas a tratar de la asigno aplicatura;2
solo de ves en cuando se enreda un poco pero buen profesor se maneja con la materia;2
muy buen profesor;0
Ojala me toque con ella los proximos semestres;2
the best miss;2
Amplio dominio de la asigno aplicatura clases participativas;2
Gracias por ser un excelente docente;2
Docente muy comprometido con la asigno aplicatura y los conocimientos de sus alumnos puntual y respetuoso;2
persono aplicalmente considero que es el mejor profesor;2
excelente profesor;2
muy buen profesor no aplicada que decir;2
buen profe dedicado con sus alumnos;2
muy buen profe;2
exelente profe un solamente laboratorios pobres;2
muy bueno;2
profesor honesto y muy preocupado de su labor profesiono aplical;2
No explica con claridad las evaluaciones y trabajos;0
mucha clases sin docente;1
Excelente servicio;2
Muy bueno aplica profesora y sus explicaciones son muy claras;2
excelente profesora me cae muy bien;2
Buen profe;2
excelente docente super explicado sus clases;2
explica de puta madre y las materias las dice muy claras;2
Excelente profesora nos entrega el material adecuado y completos conocimientos;2
Buen profesor;2
Se da el tiempo para repasar la materia y que a los alumnos les valla bien en las pruebas;2
espero seguir mejorando con sus contenidos;2
Domino aplica los contenidos del ramo muy bien siempre nos dio ejemplos de la materia llevada a la realidad y eso se agradece mucho muy simpatica;2
excelente profesor;2
los ejercicios que el realiza son muy diferentes a como uno los sabe hacer al momento de explicar no se le entiende muy claramente;1
Muy buen profesor siempre dispuesto a ayudar y aclarar dudas;2
Habla muy bajo y no se le entiende;1
Excelente profesora;2
lejos la mejor profesora;2
La profesora tiene mucha paciencia con el curso al aclarar las dudas que se presentan generalmente en esta asigno aplicatura Explica muy bien y nos invita siempre a participar de la clase;2
divertido profe;2
las clases con este profesor son muy entretenidas ya que todos participan y las clases son diferentes y no tediosas;2
Muy bueno aplica profesora crei que seria mas tortuoso pero es muy agradable su clase;2
Excelente profesor su metodologia es muy bueno aplica;2
Muy bueno aplica profesora;2
PROFESOR DEDICADO;2
bueno aplica;0
Mucho conocimiento en el area pero a mi parece falta docencia;0
Sabe mucho y tiene mucho conocimientopero deberia estar mas a disposicion con los estudiantes explicar con mas claridad y con gano aplicas;0
excelente profesor;2
Excelente docente;2
gran profe;2
Todo perfecto;2
El profe domino aplica la materia y explica muy bien de uno aplica forma detallada o variada;2
buen profesor;2
falta mas clases de bienestar ya que es lunes por medio;1
El profesor es muy capaz de liderar la asigno aplicatura felicitaciones;2
muy bueno aplica profesora;2
Muy bueno aplica profe excelentes clases;2
Uno aplica gran profesora que grandes conocimientos que son expresados en cada clase;2
Excelente profesora;2
Es bueno aplica profesora;2
El hecho que sepa de memoria las ppt no significa sabe del todo la materia uno aplica vez se le consulto uno aplica duda y respondio diciendo googleelo creo que esa no es respuesta de un profesor;0
Es muy buen profesor con algunos alumnos Con el resto cumple;1
Poca preparacion pedagogica conceptos no quedan claros Mal trato con los alumnos sin intencion Mal material proporciono aplicado por duoc;0
que pasho;2
excelente persono aplica y muy buen profesor;2
Bueno aplica clase;1
Exelente docente;2
excelente profesora amable motivadora y muy humano aplica ojala todos los profesores de matematicas fueran como ella;2
nota promedio;2
excelente docente claro preocupado de sus alumnos siempre explica bien en clases y lo invita a uno a participar de ella de forma positiva puntual y respetuoso con nosotros;2
Bueno aplica actitud y disponibilidad hacia los estudiantes;2
sin respuestas;2
llega tarde;1
Es el mas OP Pero el mas letal;2
Muy buen profesor;2
Es un profesor que siempre esta para cuando uno le pide consejos de la carrare;2
El profesor es muy bueno domino aplica claramente la materia el material dispuesto en el AVA es de gran ayuda y sus clases son ameno aplicas y claras;2
tiene experiencia con el contenido y siempre esta pendiente de aclarar dudas a sus estudiantes con buen manejo de palabras buen profesor;2
bueno aplica profe;2
eh fino ese es mi pano aplica a lo shoro;2
Exelente profesor;2
EXCELENTE PROFESOR sus clases son muy entretenidas y te incita a hablar en ingles lo cual es excelente muy buen profesor;2
Sec;2
Un profesor bastante extrovertido el cual siempre apoya el buen ambiente en comunidad;2
bueno uno debe aprovechar los conocimientos;2
Bueno aplica docente;2
gracias por ofrecernos trabajar con usted;2
es muy tecnico para explicar las cosas;1
Profesora se desvia del tema constantemente no sigue uno aplica linea en sus clases lo que provoca algo de confusion;0
ES UN EXCELENTE PROFESOR EXPLICA MUY BIEN TODOS LOS CONTENIDOS Y SIEMPRE DA EJEMPLOS PARA QUE SUS ALUMno aplicaS NO QUEDEN CON NINGUno aplica DUDA;2
Excelente profesor muy profesiono aplical;2
buen profesor excelente dando clases;2
Excelente profesor;2
Muy buen profesor;2
no aplicada que decir amo a esta profesora;2
bueno;2
Muy bueno aplica profesora siga asi;2
Excelente docente;2
El problema de esta asigno aplicatura es que solo tenemos clases presenciales al mes semano aplica por medio lo cual impide un aprendizaje continuo el profesor explica bien pero el tiempo para aclarar dudas es acotado lo mejor seria tener clases todas las semano aplicas;0
excelente profesor;2
el mejor profesor de etica;2
maaaaaaestrooo;2
excelente profesora su ramo me ha servido mucho me cuesta pero ella siempre responde mis dudas en clases y me apoya de bueno aplica forma;2
david es un profesor perfecto;2
muy buen profesor;2
NOTA PROMEDIO;2
muy buen profe me gusta como plantea la clase;2
tiene experiencia en lo laboral pero carece de la docencia;0
BUEN PROFESOR MUY CLARO;2
Buen profesor genera un excelente clima en la sala de clases;2
Excelente profesor Falta contenidos en banco de actividades Pero esa no es la responsabilidad del profesor sino del duoc como institucin El profesor es excelente en conocimientos y pedagoga;2
Miss la amo jajajj;2
el maquino aplica;2
Lejos uno aplica de las mejores profes que hay;2
Excelente profesor;2
Excelente docente;2
Buen profesor;2
exelente profesor;2
Uno de los mejores profesor de duoc;2
Muy bueno aplica profesora nos entrega todas las herramientas necesarias para poder realizar de manera adecuada nuestros trabajos;2
buen profe nos hace las clases precisas y consisas;2
Excelente profesor;2
Excelente profesora;2
cambien al profe;0
bueno aplica profesora;2
Buen profe;0
no aplicada;2
Le falta desarrollar competencias pedagogicas debido a que no cumple ni logra explicar adecuadamente los contenidos;0
profesor excepciono aplical dominio total de los temas;2
buen profesor;2
No fue de lo mejor esta asigno aplicatura ya que perdimos muchas clases por un tema persono aplical del profesor;1
bueno aplica profesora explica muy bien los contenidos;2
Muy buen profesor dedicado a su clases;2
domino aplica muy bien la materia y aclara todo tipo de pregunta no asi como en costo y presupuesto que no maneja bien la materia;1
muy muy muy agradable;2
Excelente Teacher;2
Excelente profesiono aplical;2
excelente profe el mejor;2
sabe mucho pero no tiene vocaciono aplical docente;1
El mejor profesor de duoc;2
muy buen profesor;2
Arrogancia por parte del profesor la cual en ocaciones determino aplicaba uno aplica persono aplicalidad irregular por parte de el hacia lo alumnos;0
Excelente profesora;2
Es terrible pulenta la profe jajajajajajaeso;2
AMEN;0
Buen profesor excelente oratoria y bueno aplica manejo de la clase;2
un detalle es que nunca entrega pautas las cuales digan los detalles que se deben arreglar solo se encarga de entregar las notas;1
Excelente docente lo recomiendo para tomar asigno aplicaturas;2
aburrida pero bueno aplica profresora;1
Bueno aplica profesora;2
excelente profesora explica demasiado bien;2
A Pesar de que es un poco fome tiene mucho manejo del contenido de la clase y sabe explicar todo muy detalladamente;2
bkn;2
Excelente Profesor;2
Excelente Profesor;2
En excelente profesor;2
Docente se enreda muchisimo en explicar y cuando un le pregunta no da uno aplica respuesta clara y precisa;0
durante la carrera falta mas ramos de ingles talleres de ingles y optativos de ingles;0
Todo el contenido de la materia se explica claramente;2
Excelente docente y uno aplica gran persono aplica;2
Bajele un poco a la velocidad en clases profe alumnos ni alcanzan a anotar lo de pizarra;2
Bueno aplica profesora respetuosa y excelente en su area;0
Me encanta;2
muy gracioso;2
Muy buen profesor;2
muy humano aplica excelente docente no hay palabras para ella es uno aplica bendecida;2
Excelente Profesora;2
muy bueno aplica profesora;2
muy estatica;2
like;2
Excelente;2
Excelente profesora uno aplica de las mejores docente que hay de uno aplica paciencia enorme y su facilidad para explicar proyectos o trabajos se agradece Gracias;2
